timestamp,aX,aY,aZ,gX,gY,gZ
229,-0.0233,-0.2225,0.7244,-25.6958,-9.1553,-76.0498
230,-0.1354,-0.7750,0.6510,-6.1646,-9.0942,-80.4443
231,0.1504,-1.1301,0.9341,66.8335,-20.0195,-98.3276
232,0.2910,-0.7766,0.6576,14.5264,13.6719,-25.2075
233,0.1512,-0.7242,0.7725,12.8784,12.9395,5.0659
234,0.2244,-0.8413,0.9886,-7.5073,-11.5356,29.5410
235,0.2383,-1.0007,0.7715,-46.2036,10.0708,64.7583
236,0.0806,-0.8324,0.7245,-16.5405,2.3804,78.7354
237,0.2140,-0.4150,0.6770,21.1182,0.3052,75.1953
238,0.3865,-0.2291,0.6488,8.6060,-13.0615,44.0674
239,0.1802,-0.0559,1.0150,38.7573,-50.7202,18.4937
240,0.2715,0.1105,1.1433,63.9648,-26.9775,11.0474
241,0.1848,0.1478,1.3256,-5.0049,17.3950,-10.3760
242,0.4276,0.2635,1.0699,-40.6494,-2.1973,-27.4658
243,0.3953,0.1901,0.9117,-35.2173,11.4136,11.7798
244,0.3053,0.1687,1.1156,-3.6621,-10.0098,-2.9297
245,0.3033,0.0706,1.0813,-16.8457,5.5542,-7.8125
246,0.3164,-0.1134,0.9899,-28.3813,14.7095,-42.5415
247,0.1450,-0.3372,0.7805,11.4746,34.2407,-39.9170
248,0.0612,-0.5629,0.7739,-24.6582,29.9683,-64.4531
249,-0.0305,-0.8740,0.4421,-4.7607,1.8921,-82.8857
250,0.1980,-1.0548,1.3011,28.1982,-34.0576,-84.5947
251,0.2712,-0.6042,0.6945,5.6152,7.5684,1.0376
252,0.1226,-0.6023,0.9996,-9.2773,-23.1934,21.3623
253,0.1307,-0.7036,0.9131,-19.2871,-2.9297,44.2505
254,0.0721,-0.9155,0.8273,6.2866,-2.9297,60.6079
255,0.0858,-0.6095,0.6691,-20.8740,17.0288,98.0225
256,0.1848,-0.3793,0.8331,58.2275,12.2681,80.0171
257,0.2195,-0.1509,0.7867,25.5737,-12.0850,52.5513
258,0.3396,0.0011,0.9373,40.7104,-43.9453,11.1084
259,0.2916,0.0635,1.2200,46.4478,-3.8452,-18.5547
260,0.2800,-0.0441,1.2417,5.9204,17.2119,-25.8179
261,0.5001,0.1006,1.0790,-10.6812,5.1270,-1.2207
262,0.2379,0.1024,1.0116,-28.7476,15.3809,32.0435
263,0.5233,-0.0066,1.2292,-19.4092,-2.5024,2.9297
264,0.4926,-0.0038,1.0085,-44.0674,6.5918,17.6392
265,0.3586,0.0278,0.9091,-59.8755,-2.1973,-14.0381
266,0.1490,0.0333,0.7977,-54.0771,-9.3384,-51.3306
267,-0.0103,-0.3427,0.6370,-24.8413,10.6812,-76.1719
268,-0.1346,-0.8827,0.6965,17.5781,-33.8745,-84.8389
269,0.2289,-0.9531,0.9589,51.2085,-10.9253,-84.0454
270,0.1053,-0.6340,0.8513,32.0435,30.5786,-11.4136
271,0.3309,-0.6360,0.8846,5.4932,-22.8271,-8.7280
272,0.1631,-0.6638,0.9600,-7.9956,-11.7798,37.3535
273,0.1915,-0.8516,0.7816,-0.6714,3.0518,38.8184
274,0.0387,-0.7374,0.7500,-9.6436,-21.9727,66.2231
275,0.0858,-0.5522,0.7823,13.0005,-8.6670,71.1060
276,0.0844,-0.3274,0.7640,-8.9722,-17.3340,75.3784
277,0.1707,-0.0463,0.8807,16.4795,-24.2920,46.5698
278,0.2419,0.0616,1.0834,57.6172,-6.7749,10.1318
279,0.1863,-0.1011,1.1985,55.3589,-20.9961,-5.1270
280,0.3099,0.0352,1.1135,-36.3770,47.0581,-15.3809
281,0.4716,0.1041,1.1696,-6.5918,-9.5215,-35.7056
282,0.3342,-0.0159,0.9222,-31.4331,2.1973,2.6855
283,0.4287,-0.0441,1.1102,-1.4038,-9.6436,-0.7324
284,0.4858,-0.0718,0.9902,-32.4707,6.6528,10.2539
285,0.3486,0.0272,0.9376,-32.5317,0.1221,-4.8218
286,0.2499,-0.0916,0.8540,-33.9355,19.3481,-28.7476
287,0.1471,-0.3136,0.8650,-6.9580,-24.1699,-47.9736
288,-0.2742,-0.4728,0.6801,7.5684,15.5640,-61.6455
289,-0.0066,-1.0554,0.6906,73.7305,-13.1836,-90.3931
290,0.2811,-0.9279,0.9298,13.1226,37.2314,-30.2124
291,0.0044,-0.5668,0.8466,14.7095,-2.8687,-2.3193
292,0.2971,-0.6332,0.8248,10.3149,-13.8550,-9.8267
293,0.1632,-0.8402,0.8765,1.7090,-5.1270,34.5459
294,0.0753,-0.9924,0.6334,-26.4893,-3.2349,85.3271
295,0.1368,-0.8279,0.6846,-26.9775,-38.9404,91.7969
296,-0.0292,-0.5941,0.8037,-11.6577,-19.1650,85.3882
297,0.0278,-0.0989,0.8651,10.5591,-28.2593,71.7163
298,0.1637,0.0342,1.1069,49.2554,-14.3433,5.4932
299,0.2004,0.0623,1.0674,71.9604,57.7393,-8.2397
300,0.3534,-0.0343,1.0520,34.3628,33.8135,-14.3433
301,0.3571,-0.0067,1.0774,-6.1646,15.3809,-20.9351
302,0.4818,-0.0847,1.0398,-26.1841,-4.8828,-15.3198
303,0.3718,0.0089,1.0640,-23.9868,9.3994,24.2310
304,0.3573,-0.0552,1.1074,-42.8467,-13.3667,-8.6060
305,0.2458,-0.1169,1.1251,-45.5933,-6.1646,-19.1650
306,0.0940,-0.2253,0.8134,-9.8877,38.0859,-47.7295
307,0.2118,-0.6525,0.7007,-17.8833,30.4565,-56.9458
308,-0.1996,-0.5308,0.7184,-12.7563,-29.2969,-78.9185
309,-0.0393,-1.0157,0.6395,46.3867,3.4180,-69.2749
310,0.1451,-0.9707,0.8845,16.2964,2.1973,-59.6924
311,0.1470,-0.7150,0.7562,10.9253,2.9907,-9.2163
312,0.2812,-0.6964,0.7581,1.5259,12.7563,6.7749
313,0.2494,-0.8302,0.8104,-12.2070,11.1694,65.4907
314,0.1350,-1.0930,0.7635,-36.8042,-17.6392,89.2334
315,0.0631,-0.8357,0.7643,-41.9922,-49.6216,93.2617
316,0.1367,-0.4011,0.7346,1.4648,23.1934,95.7642
317,0.0312,-0.1187,0.8361,39.6118,-32.8979,54.1992
318,0.2356,-0.0338,0.9500,41.6870,-28.9917,1.2207
319,0.3508,-0.2594,0.9703,59.0210,-52.5513,-28.6255
320,0.3341,0.0582,1.1796,31.0669,-4.9438,10.4370
321,0.0326,0.0933,1.1796,20.6909,5.0049,0.0610
322,0.2861,-0.1553,1.0219,-28.6255,-5.5542,-46.8750
323,0.3154,-0.1246,1.1780,-9.5825,3.9673,2.9297
324,0.3286,-0.0966,1.1882,-50.6592,-3.4790,-12.0850
325,0.1924,-0.0260,1.0580,-65.7959,13.3057,-14.2822
326,0.1587,-0.1405,0.8649,-15.3198,32.1045,-54.4434
327,0.0063,-0.4933,0.6991,-4.0283,33.0811,-64.4531
328,-0.2338,-0.7391,0.6417,-8.9111,11.5967,-56.6406
329,-0.1045,-0.9478,0.6094,61.0352,21.8506,-85.3882
330,0.1674,-0.9905,0.9014,40.2222,13.3667,-59.6924
331,0.2263,-0.8046,0.7675,1.0376,16.2964,1.3428
332,0.2220,-0.8197,0.8032,-5.0049,-14.8315,11.6577
333,0.1804,-1.0254,0.7273,-35.8887,18.5547,66.8335
334,-0.0654,-1.0432,0.6847,-2.0752,-17.2729,93.6890
335,0.0802,-0.6592,0.5945,-22.1558,-19.7144,90.1489
336,0.2355,-0.2256,0.8245,49.2554,-11.1084,61.8286
337,0.1567,-0.0096,0.9362,41.5039,-68.1152,15.6860
338,0.2064,-0.0323,1.3196,48.2788,-54.0771,-42.4194
339,0.1431,-0.0767,1.1632,11.4136,53.4058,3.5400
340,0.4403,0.1187,1.1553,-10.9253,43.0298,-19.1650
341,0.3394,-0.0997,0.9899,-23.0103,-2.6855,-0.7935
342,0.3387,-0.1505,0.9849,-6.8359,-15.9912,-9.0332
343,0.3486,-0.1567,1.1058,-29.4800,-15.6250,1.4648
344,0.2644,-0.1595,1.0505,-27.2217,-6.8970,-12.2070
345,0.1702,-0.2129,0.7319,-89.2944,-52.6123,-87.2192
346,-0.1284,-0.4716,0.9125,0.7324,21.1792,-27.7710
347,-0.2092,-0.6283,0.7080,47.7295,59.2651,-46.6919
348,-0.1917,-1.1459,0.5281,49.9268,8.0566,-84.7168
349,0.2406,-0.8910,0.8087,0.2441,37.5977,-37.3535
350,0.0151,-0.6586,0.8374,-13.0005,-1.5869,4.4556
351,0.1807,-0.7389,0.8668,-0.5493,-22.7661,10.3760
352,0.0554,-0.8752,0.8452,-25.3296,-3.4180,44.6777
353,0.0712,-1.0509,0.6180,-3.7231,7.0190,69.3970
354,-0.0267,-0.8213,0.5723,-41.3818,-27.4048,98.2666
355,-0.0894,-0.3364,0.8027,35.4004,-14.5264,93.8110
356,0.1168,-0.0608,0.8512,28.0762,-59.2041,12.8174
357,0.0321,-0.1978,1.3270,80.4443,-19.9585,10.6201
358,0.1414,-0.1411,1.2668,23.5596,23.0103,-14.3433
359,0.2090,-0.1084,1.0376,-48.6450,38.5742,-32.8369
360,0.4843,-0.1222,1.0536,-12.8784,5.4321,-29.2358
361,0.2347,-0.3163,0.9756,-31.9214,-13.5498,-4.6387
362,0.2615,-0.1013,1.1467,-16.5405,14.7705,32.7759
363,0.3959,-0.0614,1.0099,-30.9448,-0.1221,3.4790
364,0.3042,-0.1824,0.8839,-3.2959,-6.8359,-26.9165
365,-0.0184,-0.1077,1.0542,-19.2871,5.1270,-25.5127
366,-0.1512,-0.2983,0.7211,-27.8320,28.6865,-75.7446
367,-0.1685,-0.6375,0.5513,11.8408,41.0156,-59.5703
368,0.1992,-1.0564,0.5502,55.1758,43.4570,-31.8604
369,0.0649,-0.9017,0.9095,12.4512,-20.0195,-60.2417
370,0.2780,-0.7145,0.7673,16.2354,-4.4556,-25.9399
371,0.2675,-0.8127,0.9224,3.3569,-16.6626,20.5078
372,0.1023,-0.8330,0.8048,-19.3481,-10.7422,30.8838
373,0.0295,-0.9041,0.8453,-31.7383,-19.7754,66.2842
374,-0.0116,-0.6500,0.5813,-18.5547,-12.9395,82.0923
375,0.1174,-0.4299,0.7163,-11.9019,-6.1646,78.5522
376,0.0728,-0.2753,0.9117,38.0859,-49.4995,42.5415
377,0.2131,-0.1705,0.9559,18.6157,-27.0386,29.3579
378,0.0995,-0.1226,1.2601,65.4297,-22.7051,-4.5166
379,0.1783,-0.1578,1.1359,10.0708,28.6255,22.5220
380,0.0996,0.0159,1.0048,-18.3105,40.0391,-22.7661
381,0.4337,-0.0492,1.1038,-16.2354,-9.5825,-24.3530
382,0.2428,-0.1415,0.9353,-6.7749,-7.6904,-11.8408
383,0.3063,-0.0909,1.1366,-19.7754,16.8457,0.7324
384,0.4083,-0.1896,1.0892,-6.1646,-2.0752,-5.4321
385,0.2173,-0.2151,1.0135,-32.5317,19.9585,-14.0381
386,0.1097,-0.3719,0.8650,-49.0723,33.5083,-38.8794
387,0.0002,-0.3875,0.8280,7.4463,74.4019,-35.4614
388,0.1606,-0.7903,0.5409,-7.5684,30.0903,-59.8145
389,-0.0220,-0.9081,0.6807,22.2168,-10.3760,-74.5239
390,0.2217,-0.8402,0.7910,11.7798,-3.1128,-47.4854
391,0.1235,-0.5868,0.8945,-6.6528,-10.9863,1.2817
392,0.2373,-0.7661,0.9868,0.4272,-19.6533,22.8271
393,0.1160,-0.8418,0.8411,-35.8276,-15.3809,39.4287
394,0.0656,-0.9801,0.7244,7.9956,-5.5542,92.1021
395,0.0042,-0.6582,0.5803,-14.9536,-13.0005,98.5107
396,0.1166,-0.3365,0.6823,65.1245,-7.8735,105.1636
397,0.1578,-0.1736,0.8628,70.1294,-67.0166,38.8794
398,0.1644,-0.1227,1.2047,46.3867,-42.9077,-24.7803
399,0.0745,-0.1108,1.3043,40.9546,15.9912,-22.1558
400,0.2253,-0.0988,1.0024,-37.3535,40.7715,-35.4614
401,0.3292,0.0033,1.1379,-23.3154,5.5542,-4.2114
