timestamp,aX,aY,aZ,gX,gY,gZ
675,-0.1726,0.4081,-0.1029,212.9517,67.3828,-26.9165
676,-0.1840,0.4436,0.3673,253.6621,82.0313,-44.6167
677,-0.0935,0.5486,0.9093,216.4307,83.1299,-33.2031
678,-0.1582,0.4976,1.2091,175.8423,12.3901,-37.4756
679,-0.0747,0.5215,1.4224,103.8818,17.5171,-30.3345
680,-0.1625,0.4414,1.2634,-52.6123,-43.3960,57.8613
681,0.0153,0.5476,1.4137,-76.2329,13.7329,-6.5918
682,0.0521,0.5793,1.3357,-124.8779,26.3672,24.3530
683,-0.0054,0.4712,1.0416,-199.8901,-28.7476,53.2837
684,-0.1310,0.3378,0.4481,-263.4888,-42.4194,76.4771
685,-0.2235,0.2676,-0.2312,-263.3667,-155.0293,111.2061
686,-0.2477,0.2535,-0.5858,-215.8813,-143.0664,94.1162
687,-0.1306,0.0916,-0.8826,-180.9082,-163.2080,87.1582
688,0.0844,-0.2700,-1.3555,-140.8691,-29.0527,1.5259
689,0.0643,-0.4757,-1.6166,23.3765,-3.1738,-11.9629
690,-0.0778,-0.0691,-1.1517,119.8120,79.4678,-53.4668
691,-0.1509,0.1938,-0.8110,164.7339,103.6377,-69.4580
692,-0.1764,0.3542,-0.5776,174.4385,93.5669,-60.9741
693,-0.2156,0.3911,-0.2990,217.5903,61.8896,-36.1328
694,-0.2407,0.4636,0.2123,219.7266,61.0352,-21.3013
695,-0.2216,0.6115,0.7561,229.5532,-5.0049,-7.1411
696,-0.2089,0.5011,0.9264,193.9697,107.1167,-22.0947
697,-0.0825,0.5637,1.3456,142.5781,56.5186,-44.6167
698,-0.0968,0.5562,1.4801,77.6978,3.4180,0.7935
699,-0.0197,0.5381,1.4851,-6.7139,5.6152,-1.0986
700,-0.0177,0.4905,1.2867,-76.5991,-7.6904,0.3662
701,-0.0215,0.5657,1.2229,-153.5034,-12.6343,19.4092
702,-0.0189,0.5546,1.0883,-165.7104,14.0381,15.7471
703,-0.1022,0.4169,0.6375,-245.8496,-18.0054,57.4341
704,-0.1621,0.2916,0.1160,-260.8643,-74.2798,83.8623
705,-0.2709,0.2778,-0.4314,-248.1689,-122.0093,110.1074
706,-0.2719,0.2197,-0.7358,-194.7632,-57.4951,43.7012
707,-0.1750,-0.0402,-1.0442,-169.0674,-42.2363,47.3633
708,-0.2334,-0.3434,-1.4199,-60.8521,-79.8950,74.8901
709,-0.1531,-0.3118,-1.4060,45.5933,4.5166,-16.4185
710,-0.2290,-0.0631,-1.1250,130.8594,47.9736,-35.5835
711,-0.2549,0.1588,-0.8467,186.7676,58.7158,-60.2417
712,-0.1797,0.3605,-0.5002,205.2612,53.8330,-51.3306
713,-0.2098,0.3608,-0.1953,218.4448,42.2974,-22.9492
714,-0.2745,0.4779,0.3834,214.7217,57.3120,-2.9297
715,-0.2511,0.5380,0.7460,229.6143,86.2427,-34.9121
716,-0.0410,0.6714,1.0632,219.6045,85.6323,-89.3555
717,-0.1064,0.5131,1.2935,118.4692,45.1050,-33.2642
718,0.0245,0.3788,1.0115,70.4346,-17.2729,23.6206
719,-0.0515,0.4355,1.1426,-44.3726,-30.2124,27.5879
720,0.1863,0.5975,1.8021,-86.0596,30.3345,-18.4326
721,0.0571,0.3184,1.3105,-180.1758,4.7607,50.1709
722,0.0198,0.3080,0.9712,-218.6279,-29.5410,66.2842
723,-0.1555,0.2244,0.3706,-271.3013,-70.5566,80.7495
724,-0.1952,0.2876,-0.1824,-271.6064,-149.1699,91.9189
725,-0.2275,0.2594,-0.6641,-220.7031,-138.6719,89.3555
726,-0.1461,0.0856,-0.9657,-185.8521,-94.2993,51.7578
727,0.0928,-0.2563,-1.5314,-99.9756,-57.6172,30.8228
728,-0.1309,-0.2615,-1.5569,33.5083,40.0391,-35.8276
729,-0.1495,0.0627,-1.0529,123.4131,50.4761,-33.1421
730,-0.1826,0.3042,-0.8121,160.0342,51.0864,-30.8838
731,-0.1636,0.4199,-0.5387,174.0112,68.3594,-34.4849
732,-0.1978,0.4077,-0.2977,207.1533,66.4673,-28.4424
733,-0.3158,0.3737,0.1439,225.6470,66.0400,-20.1416
734,-0.1947,0.6489,0.7367,201.7822,100.2808,-43.3960
735,-0.0300,0.5396,1.0363,217.2241,82.3364,-24.2310
736,0.0591,0.5083,1.1915,118.4692,68.1763,-36.4380
737,-0.1324,0.5078,1.2677,71.1670,-22.9492,-2.1362
738,0.1456,0.2020,1.2645,-35.7056,-14.4043,21.5454
739,0.0559,0.5197,1.6405,-40.6494,36.4990,-19.8364
740,0.0997,0.4689,1.4427,-146.1792,33.3252,13.6108
741,0.0435,0.3518,1.1160,-200.6836,-16.6016,40.0391
742,-0.0558,0.2384,0.6642,-252.8076,-53.1616,77.0264
743,-0.1403,0.2228,0.0576,-287.2925,-129.8828,107.4219
744,-0.2582,0.3003,-0.4086,-236.9385,-133.9111,73.3032
745,-0.2584,0.2306,-0.6764,-212.1582,-114.0747,68.7866
746,-0.0714,-0.0187,-1.1307,-173.9502,-66.7114,33.6304
747,0.0267,-0.4104,-1.5979,-97.5342,-34.7290,27.4048
748,-0.0737,-0.3248,-1.4666,92.5293,26.7944,-33.9355
749,-0.1613,0.0463,-1.0027,162.4756,46.0205,-19.5923
750,-0.2013,0.2444,-0.7518,184.9976,64.8804,-38.8794
751,-0.2617,0.3564,-0.4800,194.1528,62.6221,-33.4473
752,-0.2017,0.3689,-0.1412,215.3320,60.1196,-22.0947
753,-0.2297,0.3940,0.3804,212.0972,-52.3682,63.4766
754,-0.4076,0.4586,0.7795,235.4736,156.6162,-29.7852
755,-0.0345,0.5513,1.3540,207.3975,197.0825,-129.0894
756,0.0530,0.6456,1.5938,77.6978,-29.9683,-27.4658
757,0.0988,0.6503,1.5887,3.1128,17.2119,-14.2212
758,0.0710,0.4650,1.3209,-76.4771,11.2915,-2.5635
759,0.1603,0.5264,1.4215,-115.2344,40.3442,11.5356
760,0.1222,0.4088,1.1322,-192.6270,-10.2539,59.5093
761,-0.0104,0.2778,0.6682,-275.8179,-43.9453,101.3794
762,-0.1816,0.3018,0.0643,-279.6021,-136.9019,98.8159
763,-0.2634,0.1877,-0.5338,-259.5825,-195.1294,119.5679
764,-0.2870,0.0330,-0.9414,-198.7915,-28.0151,10.7422
765,0.0315,-0.3118,-1.3617,-147.4609,-93.1396,74.7070
766,-0.1058,-0.4012,-1.5664,7.5684,-8.1787,4.2114
767,-0.0819,-0.0442,-1.1613,85.3271,43.1519,-19.9585
768,-0.2091,0.1649,-0.9344,140.7471,57.3730,-37.4756
769,-0.2100,0.3274,-0.7227,156.8604,58.3496,-39.1235
770,-0.2183,0.4144,-0.5201,180.7251,56.4575,-30.0293
771,-0.3093,0.4290,-0.2542,187.0117,79.4678,-23.5596
772,-0.3405,0.4574,0.1530,219.9707,51.9409,-26.4282
773,-0.2156,0.5822,0.6923,231.8726,24.7803,-40.2832
774,-0.2305,0.4752,1.0641,237.2437,100.4028,-72.6929
775,-0.0793,0.6530,1.2303,87.8906,11.7187,-15.6860
776,0.0109,0.2854,0.9296,129.9438,3.0518,7.2632
777,-0.2155,0.5432,0.7406,-119.2017,-70.2515,46.3867
778,0.1112,0.6108,1.5668,-32.1045,7.2021,-19.7144
779,0.0457,0.5846,1.5172,-111.9385,45.1050,2.3193
780,0.0790,0.3951,1.1526,-182.9224,6.2866,27.2827
781,-0.0763,0.3516,0.7562,-237.6709,-17.5781,84.8389
782,-0.2275,0.3718,0.1471,-232.6050,-76.9653,71.4111
783,-0.2335,0.4475,-0.2112,-244.8120,-68.9087,53.0396
784,-0.2451,0.2966,-0.6079,-215.6982,-103.0273,89.2334
785,-0.1771,0.0620,-0.9462,-190.7349,-45.3491,50.9644
786,-0.0897,-0.3420,-1.3987,-118.1030,-87.2192,91.6748
787,-0.1123,-0.4434,-1.5844,24.8413,20.9961,-26.1841
788,-0.2189,-0.0630,-1.0968,133.3008,52.1240,-32.2876
789,-0.2458,0.1852,-0.7877,179.5044,43.3960,-39.8560
790,-0.2408,0.3717,-0.5433,189.2700,47.7905,-34.6069
791,-0.2367,0.3668,-0.3429,211.3037,60.1196,-37.7197
792,-0.2578,0.2927,0.0671,269.1040,97.1069,-58.8989
793,-0.1400,0.5280,0.7937,226.8677,129.5166,-76.8433
794,0.0638,0.4032,1.1033,237.9761,87.5854,-51.2085
795,0.1383,0.5841,1.7144,121.0938,26.7944,-32.0435
796,0.1322,0.6678,1.6157,42.5415,-13.4888,-3.4180
797,0.0729,0.5619,1.3558,-57.0068,8.2397,-3.0518
798,0.1499,0.5875,1.4076,-77.8198,23.9258,-6.7139
799,0.1174,0.4562,1.2156,-156.7383,-7.5684,56.5186
800,0.0173,0.4128,0.8370,-208.8013,-1.2207,80.7495
801,-0.1140,0.4067,0.2426,-235.5957,-62.4390,85.8154
802,-0.2662,0.4747,-0.0542,-232.1167,-76.8433,75.3174
803,-0.2938,0.4163,-0.4088,-220.5811,-99.8535,86.8530
804,-0.1655,0.3331,-0.7694,-176.2695,-136.6577,88.1348
805,-0.1599,0.0764,-1.0247,-153.4424,-38.6353,20.7520
806,-0.1060,-0.2046,-1.3723,-96.9849,-44.9829,28.3813
807,-0.0590,-0.0919,-1.1948,14.2822,14.9536,-5.5542
808,-0.2083,-0.0394,-1.1395,46.7529,42.6025,-10.8643
809,-0.2899,-0.0142,-1.1171,116.6992,40.9546,-38.4521
810,-0.2352,0.2050,-0.8730,159.7290,61.5845,-59.4482
811,-0.1666,0.3694,-0.5419,182.9834,65.5518,-52.4292
812,-0.1846,0.4193,-0.2888,189.0869,62.9272,-24.4751
813,-0.2692,0.3137,-0.1168,251.5869,52.9175,-25.8789
814,-0.1565,0.4022,0.7161,258.1177,166.3818,-91.3086
815,0.0642,0.5745,1.2743,192.9321,40.7104,-61.0962
816,0.0697,0.5594,1.2755,111.0229,-1.2817,-21.2402
817,-0.0427,0.5599,1.1777,55.4199,-16.2964,-6.8359
818,0.0405,0.4701,2.0345,-7.3242,-7.0190,-15.6250
819,0.1180,0.6371,1.6686,-27.8931,3.4790,-14.4043
820,0.1561,0.5891,1.5873,-129.0894,31.7993,7.3242
821,0.1112,0.3586,1.2006,-214.6606,11.4136,42.4805
822,-0.0730,0.1505,0.5472,-284.7290,-35.0952,109.3750
823,-0.1958,0.2078,-0.2469,-282.0435,-133.1177,110.8398
824,-0.2799,0.2347,-0.6578,-239.3799,-33.3862,54.8706
825,-0.1729,-0.0277,-1.0229,-180.6641,-132.5073,107.9102
826,0.0139,-0.4896,-1.6689,-98.5107,-48.6450,23.6816
827,-0.2006,-0.2911,-1.4573,59.2041,14.0991,-39.7949
828,-0.2059,0.0735,-1.0256,137.6343,54.9927,-38.9404
829,-0.2346,0.2827,-0.7865,182.0679,60.5469,-52.9785
830,-0.2400,0.4032,-0.5059,180.9082,60.9741,-55.8472
831,-0.1677,0.4066,-0.2053,224.7925,57.8613,-60.4248
832,-0.1782,0.3274,0.1537,247.4976,54.0771,-61.0352
833,0.0436,0.3245,0.8734,261.5356,90.2100,-68.2983
834,0.0172,0.2363,1.3412,194.5190,-41.1377,-31.7993
835,0.1731,0.6671,1.7290,119.6899,-23.1934,-20.4468
836,0.2157,0.6614,2.2222,-13.3667,-42.1143,-1.8921
837,0.1122,0.5625,1.5002,-74.5850,18.4326,-0.1831
838,0.1808,0.5377,1.3860,-115.5396,56.9458,8.3008
839,0.1139,0.4119,1.1461,-196.2891,17.4561,58.2275
840,0.0111,0.3373,0.6272,-257.0190,20.8130,90.2100
841,-0.1228,0.3912,0.1182,-262.5122,-78.4912,114.5020
842,-0.2151,0.2540,-0.3740,-254.5166,-147.4609,149.1699
843,-0.2295,0.1138,-0.7615,-213.9893,-152.2827,136.2915
844,-0.2080,-0.1683,-1.1666,-170.1660,-34.7290,18.9819
845,-0.2109,-0.5638,-1.6843,-47.0581,-29.9072,18.4937
846,-0.1503,-0.1609,-1.2224,105.7739,9.1553,-37.2925
847,-0.2723,0.0889,-0.9508,152.0386,71.1060,-64.7583
848,-0.2544,0.3109,-0.6315,187.0117,55.5420,-74.8901
849,-0.2196,0.3855,-0.3469,217.8345,18.1274,-51.4526
850,-0.2440,0.2799,0.0084,248.7793,22.7051,-46.8140
851,-0.1748,0.3394,0.5314,228.5767,43.1519,-27.7710
852,-0.0521,0.6853,1.1498,182.3730,67.6880,18.4937
853,0.0155,0.6084,1.3021,168.7012,42.6636,-67.1997
854,0.0018,0.6034,1.3149,57.9834,-22.0947,-13.4888
855,0.1643,0.7522,1.2793,19.3481,-9.2163,-14.8926
856,0.1859,0.6995,1.4736,-95.3979,17.8223,-6.4087
857,0.1630,0.5410,1.3043,-158.3252,42.2974,60.0586
858,-0.0057,0.4080,0.8634,-217.4072,-13.9160,93.9331
859,-0.1090,0.3585,0.3463,-253.6011,-50.4761,89.1113
860,-0.1923,0.2406,-0.2745,-259.4604,-140.0757,120.1172
861,-0.2186,0.2998,-0.5984,-204.1016,-103.5767,76.3550
862,-0.1855,0.1072,-0.9254,-163.8184,-132.5073,76.6602
863,0.0902,-0.1758,-1.3644,-108.9478,-52.3682,18.7988
864,0.0068,-0.3154,-1.5200,-13.7939,-3.0518,6.3477
865,-0.1133,-0.0927,-1.2151,65.4297,57.4341,-24.1699
866,-0.2404,0.0179,-1.0930,135.5591,78.7354,-58.7158
867,-0.1860,0.2777,-0.7023,170.9595,79.3457,-65.8569
868,-0.1622,0.3777,-0.3943,206.5430,77.1484,-67.0776
869,-0.1461,0.4297,0.0270,231.2622,57.9834,-55.8472
870,-0.1461,0.5231,0.6404,238.9526,57.3120,-59.9365
871,-0.2659,0.4757,0.8398,179.9927,37.8418,-41.7480
872,0.0851,0.6598,1.1450,140.9912,3.9062,-40.6494
873,0.1350,0.6576,1.3585,120.7275,0.9155,-32.2266
874,0.1216,0.8564,1.6229,20.8130,-28.8086,-12.6953
875,0.1924,0.6415,1.4260,-37.5366,20.2026,7.4463
876,0.1716,0.6394,1.3944,-118.1030,25.9399,5.1880
877,0.1429,0.4758,1.1802,-178.7109,30.1514,44.3726
878,0.0164,0.4055,0.7733,-218.8110,-23.1323,117.7368
879,-0.1855,0.2875,0.0514,-246.3989,-84.5947,115.6616
880,-0.2294,0.3271,-0.3707,-233.3984,-88.3789,84.6558
881,-0.2115,0.2716,-0.6967,-203.0029,-92.2241,79.5898
882,-0.2471,0.1259,-0.9004,-192.5659,-52.9175,45.7153
883,-0.0529,-0.2172,-1.2322,-126.0376,-123.1689,93.8110
884,0.0294,-0.4655,-1.6047,-17.3950,-9.5825,-11.8408
885,-0.1163,-0.1171,-1.1555,69.8853,59.5093,-19.0430
886,-0.2327,0.0016,-1.0317,136.2305,57.6782,-36.5601
887,-0.2332,0.2240,-0.7720,174.2554,46.3257,-40.8325
888,-0.2100,0.4193,-0.4731,181.5796,34.5459,-16.7847
889,-0.2954,0.4427,-0.2650,193.7866,70.0684,-27.2827
890,-0.3083,0.4915,0.1521,220.2148,70.7397,-24.7803
891,-0.3058,0.5072,0.5001,205.0171,48.2178,-21.1182
892,-0.1008,0.6580,1.0424,206.4209,134.8877,-69.8242
893,-0.1581,0.7117,1.2888,116.3940,6.2866,-37.4756
894,-0.0435,0.6051,1.1388,74.1577,-3.0518,16.7236
895,0.0288,0.5808,1.3558,55.1147,6.7139,-34.9731
896,0.2155,0.8184,1.7941,-53.2837,-12.1460,-6.2866
897,0.0803,0.4735,1.2765,-151.2451,32.1655,20.3857
898,-0.0083,0.3998,0.7992,-197.2656,16.7847,52.7344
899,-0.1417,0.3540,0.3708,-238.7085,-46.8140,88.0737
900,-0.2548,0.3649,-0.1755,-244.0186,-118.1030,91.9800
901,-0.2325,0.3718,-0.5404,-206.4819,-137.8174,83.8623
902,-0.2491,0.3281,-0.7372,-179.6265,-116.2109,68.6646
903,-0.1005,-0.0620,-1.0464,-182.4341,-15.1367,3.6621
904,0.0166,-0.5281,-1.6339,-68.7866,-38.4521,23.5596
905,-0.0500,-0.2922,-1.3101,65.6128,50.1709,-30.5176
906,-0.2031,-0.0333,-1.0920,137.3291,58.7769,-22.6440
907,-0.2771,0.2208,-0.7629,177.0020,78.1250,-52.6733
908,-0.2817,0.3202,-0.5063,203.2471,69.3359,-52.9785
909,-0.2864,0.3943,-0.1698,218.9331,60.8521,-43.5181
910,-0.2281,0.4114,0.2249,235.9619,70.1294,-55.3589
911,-0.0692,0.5771,0.8849,233.4595,95.9473,-82.4585
912,-0.0017,0.4517,1.1735,218.8110,35.1563,-64.8193
913,0.1412,0.5070,1.2196,62.4390,-32.0435,-5.1880
914,0.3926,2.8077,3.9995,108.0933,19.7754,-27.0386
915,0.1698,0.6689,1.6207,-0.1221,41.5039,-30.2124
916,0.1786,0.5837,1.4193,-111.5112,25.6958,4.7607
917,0.1096,0.4248,1.1628,-182.0068,32.9590,46.8140
918,0.0049,0.4108,0.7898,-232.9102,18.7988,89.6606
919,-0.1368,0.2804,0.1361,-272.0337,-70.3735,119.5068
920,-0.2998,0.3596,-0.3317,-236.9385,-94.4824,86.7920
921,-0.2822,0.2766,-0.5934,-219.5435,-53.8330,71.4722
922,-0.2306,0.0603,-0.8828,-184.0820,-83.5571,76.2939
923,0.0205,-0.3734,-1.2893,-140.3198,-71.9604,62.0728
924,-0.1245,-0.5525,-1.7020,2.8076,-18.7378,22.1558
925,-0.1733,-0.2505,-1.2615,89.8438,68.4814,-47.7295
926,-0.2738,0.0391,-0.9619,157.7148,74.0967,-67.7490
927,-0.2214,0.2406,-0.6681,189.5752,53.8940,-63.5376
928,-0.2135,0.3359,-0.3608,225.6470,42.5415,-57.9224
929,-0.2611,0.4069,-0.0438,233.6426,10.4370,-29.4189
930,-0.2692,0.3839,0.5536,264.5264,41.2598,-59.5093
931,-0.1222,0.5272,0.9939,224.9146,24.7192,-47.9126
932,0.1671,0.6145,1.3418,168.7012,19.8364,-50.9033
933,-0.0120,0.5099,1.2856,85.8765,-38.0249,-13.3057
934,-0.1237,0.2561,1.1005,-39.5508,-38.2080,38.7573
935,0.0499,0.5187,1.4380,-47.1802,9.9487,-4.5166
936,0.0994,0.5133,1.4193,-92.3462,59.8145,-0.7935
937,0.0836,0.3824,1.1167,-173.8892,24.2920,49.4995
938,-0.0056,0.3395,0.6953,-205.4443,20.0806,71.3501
939,-0.1208,0.4434,0.2780,-230.2246,-31.7383,84.7168
940,-0.2880,0.5168,-0.1204,-231.2622,-48.9502,65.0635
941,-0.1816,0.4308,-0.4404,-231.0791,-114.2578,106.4453
942,-0.2397,0.1719,-0.7968,-231.2012,-79.2236,110.7178
943,-0.0916,-0.0902,-1.0249,-181.5186,-52.4902,75.4395
944,-0.2164,-0.5262,-1.5314,-65.1245,-24.2920,22.0337
945,-0.0806,-0.3025,-1.2407,49.9878,9.0332,-2.5635
946,-0.2433,-0.1809,-1.1659,113.7085,60.4858,-26.7334
947,-0.3083,0.0723,-0.8732,173.2178,58.4717,-54.3213
948,-0.2852,0.2584,-0.6102,199.0967,56.3354,-53.5278
949,-0.2798,0.3262,-0.3411,222.3511,52.0630,-47.0581
950,-0.2501,0.3763,0.1740,260.1318,38.0859,-35.3394
951,-0.2399,0.6044,0.8082,268.1885,166.7480,-97.1680
952,-0.1622,0.4272,0.9738,185.7300,-2.3804,-33.0200
953,-0.0580,0.5455,1.2441,162.6587,-7.6294,-25.1465
954,0.0776,0.5088,1.3112,97.7783,9.6436,-31.4331
955,-0.0469,0.3394,1.1250,-45.5933,-52.0630,45.0439
956,-0.0507,0.4290,1.1783,-32.0435,5.0659,-6.2256
957,0.0209,0.5234,1.3837,-69.2749,52.0630,-6.5918
958,0.0848,0.4346,1.2505,-143.9209,23.2544,47.6074
959,0.0092,0.4023,0.9137,-187.8662,4.2725,65.8569
960,-0.0916,0.3784,0.4713,-237.5488,-33.3862,73.4253
961,-0.2577,0.4020,-0.0626,-253.3569,-99.4263,87.0361
962,-0.2900,0.4956,-0.3943,-206.9702,-94.6655,55.9692
963,-0.2351,0.4082,-0.6301,-196.2280,-97.8394,60.4858
964,-0.1069,0.1230,-0.9567,-183.0444,-15.5029,11.8408
965,-0.0831,-0.3226,-1.2202,-178.5278,-28.9307,80.3223
966,-0.0337,-0.3994,-1.3712,15.6250,-8.3008,-2.9907
967,-0.2137,-0.2939,-1.2891,120.2393,68.5425,-67.9932
968,-0.2427,-0.0201,-0.9790,185.4858,72.6318,-94.9707
969,-0.2792,0.2035,-0.5909,229.4922,20.9351,-58.7158
970,-0.2290,0.3201,-0.2562,244.3237,17.4561,-42.9688
971,-0.3157,0.3737,0.1396,245.2393,26.6113,-25.0854
972,-0.1858,0.5560,0.7487,237.6099,86.1206,-52.9785
973,0.1316,0.6650,1.3058,224.3652,77.7588,-59.8755
974,0.1394,0.5271,1.3336,133.6670,20.7520,-30.3955
975,-0.0134,0.5602,1.1879,27.6489,-22.3389,2.6245
976,-0.1716,0.3129,0.7386,19.6533,-33.0200,-1.5259
977,-0.1542,0.4578,0.9799,-40.7104,-33.3252,36.7432
978,0.1115,0.5919,1.4542,-36.0718,57.4951,-24.5972
979,0.1290,0.5505,1.3601,-91.6748,30.8228,5.4932
980,0.0725,0.4337,1.0303,-142.2729,17.9443,43.0908
981,0.0215,0.4554,0.8201,-164.5508,4.9438,67.8711
982,-0.1357,0.4725,0.3805,-200.8057,-46.2646,74.4629
983,-0.2457,0.5173,-0.0111,-199.8901,-78.1250,58.7158
984,-0.3231,0.6050,-0.2246,-184.9365,-26.7334,30.7007
985,-0.2158,0.5502,-0.4032,-198.0591,-130.1270,72.6318
986,-0.1584,0.2853,-0.7773,-211.3647,-25.1465,39.3677
987,-0.0962,0.0435,-1.0627,-174.0723,-102.2949,83.7402
988,-0.1288,-0.3955,-1.6108,-159.5459,27.3438,35.4004
989,-0.2510,-0.1770,-1.1907,32.2266,22.8882,0.7935
990,-0.2076,-0.0585,-1.0500,78.2471,36.3159,-37.9028
991,-0.2982,0.0510,-1.0481,137.7563,17.3950,-28.6255
992,-0.2639,0.2330,-0.8235,158.1421,25.3906,-34.8511
993,-0.2749,0.3857,-0.6229,173.6450,25.4517,-23.1323
994,-0.2614,0.4858,-0.3640,186.3403,37.4756,-28.4424
995,-0.2042,0.5529,-0.0049,214.3555,49.8657,-44.9219
996,-0.2277,0.5966,0.3813,215.2100,68.4814,-54.7485
997,-0.1526,0.5546,0.8292,166.1987,60.7910,-61.5845
998,0.1305,0.8043,1.0872,121.4600,25.4517,-26.5503
999,0.1962,0.8275,1.2253,77.0264,24.7192,-42.7246
1000,-0.0671,0.5400,0.7700,15.9302,-17.3950,3.7842
1001,0.0741,0.5514,0.7427,25.9399,5.5542,-4.5776
1002,-0.0122,0.5486,0.8599,36.6211,-15.4419,-4.8828
1003,-0.0808,0.4476,0.6998,-21.9727,-11.4136,27.7100
1004,0.0056,0.4672,0.7363,1.9531,-5.0659,2.2583
1005,-0.0746,0.5438,0.8140,-3.6621,-9.3994,5.1270
1006,-0.0251,0.5253,0.8099,-2.6855,-4.6387,1.8311
1007,-0.0575,0.5237,0.8070,2.3804,-4.8218,2.0752
1008,-0.0583,0.5327,0.8019,1.2817,-7.9956,4.0894
1009,-0.0724,0.5231,0.8038,-2.8076,-14.6484,-0.4272
1010,-0.0525,0.5148,0.8066,0.1831,-5.7983,1.2207
1011,-0.0726,0.5315,0.8101,-1.7700,-2.1973,-0.6714
1012,-0.0688,0.5209,0.7980,-1.8921,-0.4272,-0.8545
1013,-0.0682,0.5222,0.8013,1.5869,-2.0752,0.5493
1014,-0.0791,0.5314,0.8020,0.2441,-8.0566,3.6011
1015,-0.0822,0.5344,0.7993,-0.9766,-2.2583,0.4272
1016,-0.0688,0.5192,0.7991,-0.4272,-4.5166,0.4883
1017,-0.0802,0.5278,0.8022,-0.0610,-0.3662,0.3662
1018,-0.1008,0.5306,0.7980,-1.2207,-0.8545,-1.0986
1019,-0.0608,0.5184,0.8036,1.7700,-2.6245,0.6104
1020,-0.0817,0.5236,0.8004,-1.0376,-5.3711,3.9062
1021,-0.1073,0.5194,0.7878,-0.7935,0.6104,-0.9766
1022,-0.0811,0.5242,0.8146,0.6104,0.3662,-0.6714
1023,-0.0917,0.5225,0.8019,0.3052,-6.8970,2.1362
