gX,gY,gZ
-11.2915,-8.7280,-0.3052
6.2866,11.8408,2.8687
5.4321,-1.0376,-5.6152
-1.4648,-4.5776,-0.8545
6.7139,4.7607,-1.5259
-0.4883,-10.1929,-5.4932
1.4648,-1.0376,-3.0518
-1.1597,0.1221,-3.0518
-4.4556,-4.4556,-3.3569
0.9766,5.7983,-0.8545
-0.4272,0.9155,-2.4414
1.1597,-1.2817,-5.9814
0.9766,-2.0752,-2.3804
-0.1831,-3.1738,-1.2207
-1.4038,-1.7700,-1.0376
-0.3662,-5.1270,-3.4180
-1.5259,-2.4414,-0.3662
-1.5869,-3.7842,-1.7090
1.9531,-5.1880,-5.0049
2.3193,-1.5259,-3.6621
-3.4790,-10.1929,-5.8594
5.2490,-8.4839,-8.9111
26.5503,201.5991,62.3169
39.3677,332.4585,130.1880
41.8091,403.0151,155.0293
49.3774,446.5942,169.1895
39.4897,406.6162,176.4526
23.9258,339.2944,160.8276
35.8276,333.9233,143.6157
-0.7935,207.0923,106.5063
-15.0146,115.4175,51.8188
-20.3857,42.9688,14.0381
-9.7046,6.1035,1.0986
-3.2959,19.0430,-0.9766
-3.2959,10.0098,2.9907
-7.2632,5.5542,-0.6104
-1.7700,-2.0142,-3.3569
0.5493,-8.1177,-3.9673
-3.2349,-12.5122,-6.8970
8.8501,-1.9531,-6.0425
-2.1973,-11.1084,-5.4321
-1.3428,-5.7373,-5.0049
-1.2207,-7.5073,-6.1035
-4.0283,-2.5635,-0.1221
0.4883,-4.6997,-5.7373
-4.8218,-7.9956,-4.3335
2.2583,3.6621,-0.9766
-5.0049,-5.8594,-0.3662
0.3052,-2.6855,-1.6479
-0.8545,-2.9297,-3.1128
-3.9062,-8.7891,-2.3193
3.2959,-1.3428,-3.7842
-5.5542,-0.3662,1.7700
-1.8311,-1.5259,0.3052
3.4180,96.4966,32.4097
27.2217,374.5117,130.0049
42.1753,518.3716,179.3823
29.4800,559.1431,195.6787
29.7852,531.7383,183.8989
41.7480,490.9058,166.6870
-5.6763,374.5117,137.0239
-34.3628,204.3457,83.3130
-16.3574,80.9937,29.6631
-36.9873,-2.3193,16.7847
-17.7612,-14.1602,8.9722
10.3149,-12.5732,-3.8452
-2.8687,-22.1558,0.7324
5.6763,-24.0479,-5.4932
-3.0518,-38.5742,-4.3335
5.3101,-29.4800,-0.1831
12.9395,-23.0103,-9.3994
-1.8921,-30.0903,-2.2583
6.9580,-18.2495,-3.0518
1.3428,-28.1372,-2.9297
1.8311,2.9297,-4.1504
-0.1221,-6.4697,-1.3428
-6.1646,-16.4185,-3.9062
0.9155,6.6528,-0.0610
-2.2583,-4.4556,-0.1831
1.7700,-7.8735,-2.6855
-7.4463,-4.5166,-2.6245
3.2959,-2.9907,-1.5259
-5.0049,-13.1836,-3.2349
-10.8032,-4.2725,-1.5869
3.4180,-4.0283,-4.8828
-10.5591,12.1460,1.5869
10.0708,209.6558,43.3350
2.9297,465.3931,106.3232
27.5879,609.5581,155.8838
9.5215,570.9839,159.9121
24.0479,618.4692,160.6445
-12.9395,519.6533,159.1187
-36.2549,260.9253,101.9287
-29.4189,140.6250,43.9453
-43.6401,-24.0479,7.6294
-3.0518,-28.9307,-9.0332
9.2773,-1.4038,0.9155
13.3667,5.6152,-6.7139
6.2866,14.4043,-1.8311
9.6436,18.9209,0.4272
10.7422,-6.5308,-8.3618
2.8687,8.3618,0.3052
2.5635,-12.0239,-7.2632
-0.7324,-17.2729,-4.4556
2.4414,1.7700,-1.7700
-4.3945,-24.4141,-6.7139
-2.5024,9.3994,-0.0610
-4.8828,-11.2305,-1.4648
-3.9673,-11.5356,-5.1270
0.9766,3.0518,0.5493
-0.9766,-4.0894,-2.8687
-4.2725,2.5024,-3.6011
1.1597,-3.7231,-3.7231
-2.5024,-3.0518,-3.1738
1.6479,0.6104,-1.3428
-0.8545,-13.5498,-2.7466
0.4272,6.5308,2.9907
2.5024,4.3945,1.6479
38.7573,534.3018,139.6484
23.2544,559.2651,166.9922
7.9956,511.8408,168.3960
-15.3809,412.1094,156.9214
2.4414,239.4409,123.2910
5.6152,59.6924,63.5376
0.1831,-12.1460,44.0063
12.9395,-34.9121,17.0898
9.8267,-44.8608,-9.3384
-8.4839,-32.6538,-3.3569
12.3291,-25.2686,-9.7656
-1.7090,-44.4336,-9.3994
-3.2349,-28.0151,-11.4136
8.7891,-6.8359,-8.7280
-2.1973,-27.0996,-5.3711
-2.3804,-34.0576,-11.7798
8.1177,-4.9438,-3.4180
-4.0283,-27.7100,-7.0190
6.6528,2.9907,-1.9531
0.4272,-10.3149,-4.0283
-8.0566,-4.1504,-3.4790
3.6621,1.0376,-3.1738
1.3428,-11.7187,-6.1035
-3.6011,-1.0986,-3.1738
1.7700,-6.2256,-2.5024
-4.0283,-7.3853,-3.1128
2.1362,1.4648,0.2441
2.8076,-4.9438,-4.0894
-2.6245,5.4321,2.1362
-0.4883,-11.7187,-4.2725
-1.9531,0.9766,-0.9155
0.5493,-3.4180,0.2441
1.6479,184.0820,33.2642
-16.1743,405.1514,73.6084
11.7187,586.7310,110.4736
45.2881,689.2700,156.5552
55.9082,693.7256,186.8896
24.2920,510.5591,177.1851
-27.9541,283.1421,117.2485
-22.6440,124.3286,59.5093
-12.4512,14.5874,25.5127
-10.9863,-26.9165,2.2583
-12.4512,-32.2266,-0.3052
8.4839,-16.9678,-3.9673
-0.6714,-32.6538,-12.6343
-12.6343,-18.9819,-8.8501
2.5024,-11.1084,-6.7749
5.0659,-9.9487,-9.2773
0.3662,-6.5918,-4.9438
6.1646,-6.4697,-7.9956
-1.1597,-14.7705,-4.2725
-3.0518,-14.2212,-6.2866
5.7983,-1.4038,-3.0518
-4.7607,-1.5869,-0.0610
-3.7842,-14.2212,-5.1270
3.7231,-0.5493,-3.9673
-6.5308,-1.5259,0.7935
-2.1362,2.3193,-1.0376
8.6060,11.4746,-2.8076
-5.4321,-12.3901,-1.2207
-1.1597,-9.6436,-2.0752
2.7466,-0.4883,-2.1362
-5.9204,-8.8501,-1.7700
2.9907,3.6621,-0.9766
