gX,gY,gZ
-49.3164,-204.2847,-30.3345
1.2817,-107.3608,-49.1333
461.3037,-403.1372,-283.5083
467.3462,-367.4316,-182.8003
344.1772,-350.0366,-99.7314
294.8608,-312.8662,35.6445
302.4902,-269.2261,172.6685
250.9766,-234.6802,236.6943
172.8516,-186.8896,259.3384
166.2598,-159.0576,292.1143
130.7373,-132.3853,229.6753
40.4053,-94.6045,152.0386
49.6826,-95.5200,187.1338
15.2588,-99.9756,200.5005
12.9395,-103.5767,208.4961
-8.7280,-103.2104,199.7070
-57.9224,-106.6895,201.3550
-96.5576,-81.6040,243.8354
-151.8555,-30.8838,284.3018
-126.2207,-7.6904,269.7144
-114.6851,-0.3052,255.6152
-146.1792,2.3193,233.0933
-175.4150,-33.0811,187.6221
-208.0688,-89.5996,96.4966
-230.8960,-152.5879,42.8467
-239.0747,-211.8530,-5.7983
-295.4712,-270.9961,-42.7246
-267.0898,-325.0122,-31.9214
-217.1631,-238.7085,-23.4375
-186.7065,-205.3833,-24.4141
-149.2920,-193.2983,-35.7056
-142.3950,-154.4800,-17.4561
-97.4731,-142.4561,-1.3428
-26.5503,-70.6177,-23.8037
393.0664,-368.1641,-134.1553
306.0913,-321.6553,7.0801
272.4609,-243.6523,147.7051
185.6079,-163.2690,193.2373
120.3003,-126.6479,134.7046
93.3838,-115.1123,105.4077
75.1343,-96.4355,117.9810
86.1816,-96.5576,119.9341
59.8145,-89.3555,122.9248
64.8193,-92.8345,159.1797
50.1099,-89.5996,175.7202
6.1035,-80.0781,156.7383
-24.1089,-73.7305,179.5044
-54.3213,-73.2422,219.3604
-88.5010,-66.7114,223.3887
-158.9966,-12.8174,246.3989
-179.2603,8.1787,281.0059
-175.1709,43.2739,304.7485
-289.3066,2.6245,237.8540
-313.3545,-121.7041,156.0059
-251.8921,-101.9287,146.0571
-229.3091,-63.4155,137.8784
-197.5098,-46.3867,121.7651
-203.1860,-109.2529,88.7451
-187.5610,-111.5112,80.5664
-140.0757,-91.5527,56.5796
-172.9736,-142.5171,21.4233
-161.3159,-159.6069,8.4839
-125.2441,-160.1562,-13.4277
-85.6934,-200.9888,-43.9453
-59.7534,-159.1187,-15.1978
-31.5552,-150.8789,-33.5693
473.5718,-350.7690,-184.9365
528.8086,-297.7295,-32.1655
313.4155,-255.9204,45.9595
244.3848,-250.7935,45.6543
265.5029,-257.6294,151.4893
185.6079,-203.3081,162.4756
101.3184,-145.3247,116.4551
75.8057,-132.6294,144.4702
71.7773,-102.1729,161.8042
32.7148,-76.9653,118.0420
6.8970,-73.7915,142.2729
-16.7236,-65.8569,214.2944
-15.3809,-80.3223,209.9609
-59.9365,-85.4492,238.0371
-122.3145,-66.4063,278.7476
-141.2354,-49.2554,285.4004
-171.3257,-11.9019,274.5972
-240.8447,21.5454,257.3242
-244.3848,7.3853,213.3179
-256.7749,-25.3296,148.7427
-284.7900,-92.7734,108.7036
-228.8208,-77.8809,74.5239
-239.8682,-144.5312,30.4565
-222.4731,-161.0107,14.5874
-186.9507,-93.8721,0.8545
-183.5937,-133.1787,14.1602
-160.8276,-109.6802,10.3149
-143.3105,-92.7734,-8.6060
-135.7422,-93.2617,-2.6245
-119.1406,-134.2773,-6.5308
-104.4922,-182.1289,-10.8643
-84.9609,-168.8843,-25.0854
399.5972,-260.2539,95.6421
319.3359,-295.1050,106.5674
217.5293,-229.3701,77.2095
146.3623,-176.9409,65.4297
151.9165,-146.5454,159.4238
95.8862,-126.4038,124.5117
86.0596,-129.0283,171.2646
31.9214,-122.9248,185.0586
3.6621,-117.3706,236.5723
-11.9019,-112.8540,252.6245
-133.6670,-69.7632,253.2349
-189.8193,-59.2041,255.5542
-214.4165,-19.8364,268.7378
-270.4468,-10.4370,264.3433
-279.6021,21.4233,257.0190
-263.3667,-26.3672,189.7583
-262.1460,-107.6050,137.8174
-250.8545,-108.7036,99.9756
-250.6104,-170.1050,58.3496
-262.8174,-212.1582,37.7197
-258.3008,-239.6240,34.7290
-264.3433,-244.7510,26.0010
-263.7329,-219.9097,16.2964
-198.6084,-195.0684,11.5967
-163.3301,-206.0547,14.7705
-104.2480,-185.7910,-22.3389
-5.1270,-122.0703,-65.0024
33.3862,-79.7729,-75.5005
18.0664,-40.7104,-49.1333
22.3999,-13.4888,-8.5449
12.9395,-5.3711,-13.1226
-2.8076,5.8594,-5.9814
514.4653,-348.5107,-247.4976
367.6758,-312.0117,-95.7031
359.2529,-294.2505,20.8130
339.5386,-273.1934,141.6016
275.2075,-231.8726,168.9453
175.1709,-180.5420,181.5796
162.2314,-140.8081,230.5908
123.6572,-122.0093,179.0771
84.1064,-107.7881,177.0020
104.7974,-104.8584,242.4927
54.6875,-91.8579,158.2642
4.5166,-92.8345,175.2930
-2.7466,-83.0078,248.2300
-31.9824,-82.3975,275.3296
-69.8853,-82.3364,246.3379
-117.4927,-61.9507,269.2871
-157.3486,-57.8613,263.4888
-166.5649,1.0986,300.5371
-169.7998,0.1831,267.6392
-200.8057,-30.3345,235.3516
-220.7031,-65.8569,171.8750
-205.6274,-102.0508,94.7876
-195.6787,-106.9946,49.0112
-229.6143,-202.3315,-13.2446
-227.7832,-276.5503,-17.6392
-264.8315,-327.3926,-17.8223
-227.2339,-289.1235,-20.2026
-204.1626,-293.3960,-28.1372
-145.4468,-303.3447,-13.3667
-104.4922,-234.9854,-19.3481
-68.9087,-141.7236,-0.8545
7.2632,-102.1729,-51.4526
505.0049,-486.6333,-317.3218
601.3794,-454.2236,-198.7915
346.4355,-420.1660,-111.9385
262.4512,-316.7725,65.1245
260.3760,-211.8530,249.0234
164.5508,-191.6504,200.4395
92.4072,-151.4282,177.4902
89.6606,-129.4556,169.8608
40.1001,-103.0884,172.0581
38.4521,-100.6470,206.8481
32.0435,-100.2197,200.8667
5.9814,-84.2285,199.2187
-42.8467,-71.6553,229.4312
-91.9800,-57.5562,265.7471
-123.4131,-54.8096,260.4980
-246.1548,0.1221,281.4941
-217.1631,42.3584,321.8994
-162.4756,62.6831,272.5220
-250.6104,14.5874,192.5659
-216.7358,50.1099,197.0215
-185.3027,48.8892,165.8325
-213.3789,-21.6064,122.8638
-200.5615,-75.8057,92.3462
-191.7725,-113.4033,70.4346
-195.9839,-148.1323,74.7681
-175.2319,-137.2681,68.4814
-180.9082,-177.0630,42.5415
-172.3022,-146.1792,26.7944
-148.7427,-177.5513,24.9023
-142.4561,-212.2192,0.3662
-64.6362,-189.0869,-14.9536
-3.3569,-187.7441,-49.2554
